Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Price / International,Compare At Price / International,Status
hinge-brass,Hinge Brass,,croftshill-enterprise,Hardware,,FXHB1.5,FALSE,,1 5,,,,,,0.0,kg,shopify,100,deny,manual,130.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHB1.5.png,,,130.00,130.00,active
hinge-brass,Hinge Brass,,croftshill-enterprise,Hardware,,FXHB2.5,FALSE,,2 5,,,,,,0.0,kg,shopify,100,deny,manual,150.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHB2.5.png,,,150.00,150.00,active
hinge-brass,Hinge Brass,,croftshill-enterprise,Hardware,,FXHB3,FALSE,,3,,,,,,0.0,kg,shopify,100,deny,manual,380.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHB3.png,,,380.00,380.00,active
hinge-brass,Hinge Brass,,croftshill-enterprise,Hardware,,FXHBHD4,FALSE,,Heavy Duty 4,,,,,,0.0,kg,shopify,100,deny,manual,450.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHBHD4.png,,,450.00,450.00,active
hinge-4-fancy,Hinge 4 Fancy,,croftshill-enterprise,Hardware,,FXHBHD4F,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,800.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHBHD4F.png,,,800.00,800.00,active
cupboard-hinge-all,Cupboard Hinge All,,croftshill-enterprise,Hardware,,FXHCa,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,250.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHCa.png,,,250.00,250.00,active
concealed-hinges,Concealed Hinges,,croftshill-enterprise,Hardware,,FXHCAC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHCAC.png,,,300.00,300.00,active
hinge-heavy-duty,Hinge Heavy Duty,,croftshill-enterprise,Hardware,,FXHHD3,FALSE,,3,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHHD3.png,,,300.00,300.00,active
hinge-heavy-duty,Hinge Heavy Duty,,croftshill-enterprise,Hardware,,FXHHD4,FALSE,,4,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHHD4.png,,,350.00,350.00,active
light-hinge,Light Hinge,,croftshill-enterprise,Hardware,,FXHL112,FALSE,,11 2,,,,,,0.0,kg,shopify,100,deny,manual,120.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHL112.png,,,120.00,120.00,active
light-hinge,Light Hinge,,croftshill-enterprise,Hardware,,FXHL2,FALSE,,2,,,,,,0.0,kg,shopify,100,deny,manual,150.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHL2.png,,,150.00,150.00,active
light-hinge,Light Hinge,,croftshill-enterprise,Hardware,,FXHL3,FALSE,,3,,,,,,0.0,kg,shopify,100,deny,manual,130.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHL3.png,,,130.00,130.00,active
light-hinge,Light Hinge,,croftshill-enterprise,Hardware,,FXHL4,FALSE,,4,,,,,,0.0,kg,shopify,100,deny,manual,200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHL4.png,,,200.00,200.00,active
light-brass-hinge-21-2,Light Brass Hinge 21 2,,croftshill-enterprise,Hardware,,FXHLB212,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,150.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHLB212.png,,,150.00,150.00,active
handle-pull-general,Handle Pull General,,croftshill-enterprise,Hardware,,FXHPg,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,700.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHPg.png,,,700.00,700.00,active
door-handle-pulls-metal,Door Handle Pulls Metal,,croftshill-enterprise,Hardware,,FXHPm,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,1600.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHPm.png,,,1600.00,1600.00,active
hasp-and-staple,Hasp And Staple,,croftshill-enterprise,Hardware,,FXHS2.5HD,FALSE,,2 5 Heavy Duty,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHS2.5HD.png,,,350.00,350.00,active
hasp-and-staple,Hasp And Staple,,croftshill-enterprise,Hardware,,FXHS2.5L,FALSE,,2 5 L,,,,,,0.0,kg,shopify,100,deny,manual,220.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHS2.5L.png,,,220.00,220.00,active
hasp-and-staple,Hasp And Staple,,croftshill-enterprise,Hardware,,FXHS2HD,FALSE,,2 H D,,,,,,0.0,kg,shopify,100,deny,manual,270.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHS2HD.png,,,270.00,270.00,active
hasp-and-staple,Hasp And Staple,,croftshill-enterprise,Hardware,,FXHS3HD,FALSE,,3 H D,,,,,,0.0,kg,shopify,100,deny,manual,400.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHS3HD.png,,,400.00,400.00,active
hasp-and-staple,Hasp And Staple,,croftshill-enterprise,Hardware,,FXHS3L,FALSE,,3 Light,,,,,,0.0,kg,shopify,100,deny,manual,220.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHS3L.png,,,220.00,220.00,active
hasp-and-staple,Hasp And Staple,,croftshill-enterprise,Hardware,,FXHS4.5HD,FALSE,,4 5 H D,,,,,,0.0,kg,shopify,100,deny,manual,450.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHS4.5HD.png,,,450.00,450.00,active
hasp-and-staple,Hasp And Staple,,croftshill-enterprise,Hardware,,FXHS4L,FALSE,,4 Light,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHS4L.png,,,300.00,300.00,active
hasp-and-staple,Hasp And Staple,,croftshill-enterprise,Hardware,,FXHS6HD,FALSE,,6 H D,,,,,,0.0,kg,shopify,100,deny,manual,550.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHS6HD.png,,,550.00,550.00,active
hasp-and-staple,Hasp And Staple,,croftshill-enterprise,Hardware,,FXHS6L,FALSE,,6 Light,,,,,,0.0,kg,shopify,100,deny,manual,285.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHS6L.png,,,285.00,285.00,active
tee-hinge-8,Tee Hinge 8,,croftshill-enterprise,Hardware,,FXHT8,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,680.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXHT8.png,,,680.00,680.00,active
bathroom-lockless-handle,Bathroom Lockless Handle,,croftshill-enterprise,Hardware,,FXLB,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,1000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLB.png,,,1000.00,1000.00,active
louvre-blade-glass,Louvre Blade Glass,,croftshill-enterprise,Hardware,,FXLBG24'',FALSE,,2,,,,,,0.0,kg,shopify,100,deny,manual,315.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLBG24''.png,,,315.00,315.00,active
louvre-blade-glass,Louvre Blade Glass,,croftshill-enterprise,Hardware,,FXLBG30'',FALSE,,2 6,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLBG30''.png,,,350.00,350.00,active
louvre-glass-used-various-sizes,Louvre Glass Used Various Sizes,,croftshill-enterprise,Hardware,,FXLBGUV,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLBGUV.png,,,300.00,300.00,active
louvre-blade-wood,Louvre Blade Wood,,croftshill-enterprise,Hardware,,FXLBW24'',FALSE,,24,,,,,,0.0,kg,shopify,100,deny,manual,395.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLBW24''.png,,,395.00,395.00,active
louvre-blade-wood,Louvre Blade Wood,,croftshill-enterprise,Hardware,,FXLBW30'',FALSE,,30,,,,,,0.0,kg,shopify,100,deny,manual,425.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLBW30''.png,,,425.00,425.00,active
louvre-blade-wood,Louvre Blade Wood,,croftshill-enterprise,Hardware,,FXLBW36,FALSE,,36,,,,,,0.0,kg,shopify,100,deny,manual,455.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLBW36.png,,,455.00,455.00,active
combo-lockset,Combo Lockset,,croftshill-enterprise,Hardware,,FXLCLS,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,3500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLCLS.png,,,3500.00,3500.00,active
dead-bolt,Dead Bolt,,croftshill-enterprise,Hardware,,FXLD,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,1850.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLD.png,,,1850.00,1850.00,active
drawer-lock,Drawer Lock,,croftshill-enterprise,Hardware,,FXLDas,FALSE,,1 2,,,,,,0.0,kg,shopify,100,deny,manual,500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLDas.png,,,500.00,500.00,active
drawer-lock,Drawer Lock,,croftshill-enterprise,Hardware,,FXLDas,FALSE,,3 4,,,,,,0.0,kg,shopify,100,deny,manual,500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLDas.png,,,500.00,500.00,active
drawer-lock,Drawer Lock,,croftshill-enterprise,Hardware,,FXLDas,FALSE,,5 8,,,,,,0.0,kg,shopify,100,deny,manual,500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLDas.png,,,500.00,500.00,active
drawer-lock,Drawer Lock,,croftshill-enterprise,Hardware,,FXLDas,FALSE,,7 8,,,,,,0.0,kg,shopify,100,deny,manual,500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLDas.png,,,500.00,500.00,active
entrance-lock,Entrance Lock,,croftshill-enterprise,Hardware,,FXLE,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,1890.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLE.png,,,1890.00,1890.00,active
louvre-jam-4-blade-glass,Louvre Jam 4 Blade Glass,,croftshill-enterprise,Hardware,,FXLJG4,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,2195.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLJG4.png,,,2195.00,2195.00,active
louvre-jam-7-blade-glass,Louvre Jam 7 Blade Glass,,croftshill-enterprise,Hardware,,FXLJG7,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,2690.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLJG7.png,,,2690.00,2690.00,active
louvre-jam-8-blade-glass,Louvre Jam 8 Blade Glass,,croftshill-enterprise,Hardware,,FXLJG8,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,2875.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLJG8.png,,,2875.00,2875.00,active
louvre-jam-9-blade-glass,Louvre Jam 9 Blade Glass,,croftshill-enterprise,Hardware,,FXLJG9,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,3275.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLJG9.png,,,3275.00,3275.00,active
louvre-spacer,Louvre Spacer,,croftshill-enterprise,Hardware,,FXLJS4'',FALSE,,4,,,,,,0.0,kg,shopify,100,deny,manual,540.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLJS4''.png,,,540.00,540.00,active
louvre-spacer,Louvre Spacer,,croftshill-enterprise,Hardware,,FXLJS6'',FALSE,,6,,,,,,0.0,kg,shopify,100,deny,manual,550.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLJS6''.png,,,550.00,550.00,active
louvre-jam-11-blade-wood,Louvre Jam 11 Blade Wood,,croftshill-enterprise,Hardware,,FXLJW11,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,2215.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLJW11.png,,,2215.00,2215.00,active
louvre-jam-12-blade-wood,Louvre Jam 12 Blade Wood,,croftshill-enterprise,Hardware,,FXLJW12,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,2225.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLJW12.png,,,2225.00,2225.00,active
louvre-jam-13-blade-wood,Louvre Jam 13 Blade Wood,,croftshill-enterprise,Hardware,,FXLJW13,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,2315.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLJW13.png,,,2315.00,2315.00,active
louvre-jam-6-blade-wood,Louvre Jam 6 Blade Wood,,croftshill-enterprise,Hardware,,FXLJW6,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,1595.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLJW6.png,,,1595.00,1595.00,active
louvre-jam-7-blade-wood,Louvre Jam 7 Blade Wood,,croftshill-enterprise,Hardware,,FXLJW7,FALSE,,Default Title 1755 00,,,,,,0.0,kg,shopify,100,deny,manual,Title,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLJW7.png,,,Title,Title,active
mortise-door-lock,Mortise Door Lock,,croftshill-enterprise,Hardware,,FXLM,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,1750.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLM.png,,,1750.00,1750.00,active
rim-night-latch,Rim Night Latch,,croftshill-enterprise,Hardware,,FXLRNL,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,2500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLRNL.png,,,2500.00,2500.00,active
workey-decorative-entrance-lock-set,Workey Decorative Entrance Lock Set,,croftshill-enterprise,Hardware,,FXLSEDW,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,9500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLSEDW.png,,,9500.00,9500.00,active
wardrobe-lock,Wardrobe Lock,,croftshill-enterprise,Hardware,,FXLWR,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,550.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXLWR.png,,,550.00,550.00,active
shelf-bracket,Shelf Bracket,,croftshill-enterprise,Hardware,,FXSB10x12,FALSE,,10 X 12,,,,,,0.0,kg,shopify,100,deny,manual,370.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXSB10x12.png,,,370.00,370.00,active
shelf-bracket,Shelf Bracket,,croftshill-enterprise,Hardware,,FXSB12X14,FALSE,,12 X 14,,,,,,0.0,kg,shopify,100,deny,manual,410.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXSB12X14.png,,,410.00,410.00,active
shelf-bracket,Shelf Bracket,,croftshill-enterprise,Hardware,,FXSB6X5,FALSE,,6 X 5,,,,,,0.0,kg,shopify,100,deny,manual,185.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXSB6X5.png,,,185.00,185.00,active
shelf-bracket,Shelf Bracket,,croftshill-enterprise,Hardware,,FXSB6x8,FALSE,,6 X 8,,,,,,0.0,kg,shopify,100,deny,manual,200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXSB6x8.png,,,200.00,200.00,active
shelf-bracket,Shelf Bracket,,croftshill-enterprise,Hardware,,FXSB8x10,FALSE,,8 X 10,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXSB8x10.png,,,300.00,300.00,active
glass-shower-enclosure,Glass Shower Enclosure,,croftshill-enterprise,Hardware,,FXSEG,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,44000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXSEG.png,,,44000.00,44000.00,active
tower-bolt-hd,Tower Bolt Hd,,croftshill-enterprise,Hardware,,FXTBHD3,FALSE,,3,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXTBHD3.png,,,300.00,300.00,active
tower-bolt-hd,Tower Bolt Hd,,croftshill-enterprise,Hardware,,FXTBHD4,FALSE,,4,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXTBHD4.png,,,350.00,350.00,active
tower-bolt-hd,Tower Bolt Hd,,croftshill-enterprise,Hardware,,FXTBHD5,FALSE,,5,,,,,,0.0,kg,shopify,100,deny,manual,430.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXTBHD5.png,,,430.00,430.00,active
tower-bolt-hd,Tower Bolt Hd,,croftshill-enterprise,Hardware,,FXTBHD6,FALSE,,6,,,,,,0.0,kg,shopify,100,deny,manual,500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXTBHD6.png,,,500.00,500.00,active
tower-bolt-light-3-5,Tower Bolt Light 3 5,,croftshill-enterprise,Hardware,,FXTBL3.5,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,220.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXTBL3.5.png,,,220.00,220.00,active
tower-bolt,Tower Bolt,,croftshill-enterprise,Hardware,,FXTBL4,FALSE,,4 Light,,,,,,0.0,kg,shopify,100,deny,manual,250.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXTBL4.png,,,250.00,250.00,active
tower-bolt,Tower Bolt,,croftshill-enterprise,Hardware,,FXTBL5,FALSE,,5 Light,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXTBL5.png,,,300.00,300.00,active
tower-bolt,Tower Bolt,,croftshill-enterprise,Hardware,,FXTBL6,FALSE,,6 Light,,,,,,0.0,kg,shopify,100,deny,manual,350.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXTBL6.png,,,350.00,350.00,active
french-windows,French Windows,,croftshill-enterprise,Hardware,,FXWF3X3,FALSE,,3 X 3,,,,,,0.0,kg,shopify,100,deny,manual,19600.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXWF3X3.png,,,19600.00,19600.00,active
french-windows,French Windows,,croftshill-enterprise,Hardware,,FXWF2X2,FALSE,,2 X 2,,,,,,0.0,kg,shopify,100,deny,manual,12000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXWF2X2.png,,,12000.00,12000.00,active
french-windows,French Windows,,croftshill-enterprise,Hardware,,FXWF4X3,FALSE,,4 X 3,,,,,,0.0,kg,shopify,100,deny,manual,23300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXWF4X3.png,,,23300.00,23300.00,active
french-windows,French Windows,,croftshill-enterprise,Hardware,,FXWF4X4,FALSE,,4 X 4,,,,,,0.0,kg,shopify,100,deny,manual,25000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXWF4X4.png,,,25000.00,25000.00,active
